rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12
"Kimbrough, Laurance V.",Write-In 01,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,"Fantini, Alfred B.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Bowman, Manikka L.","Mitros, Piotr Flawiusz","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran A.","Dexter, Emily R.","Kimbrough, Laurance V.","MacArthur, William","Weinstein, David J.",skipped,"Crutchfield, Jake W."
"Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Cronin, Fran A.","Kadete, Elechi M.","Fantini, Alfred B.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz","MacArthur, William","Kimbrough, Laurance V."
"Fantini, Alfred B.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","MacArthur, William","Mitros, Piotr Flawiusz","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cronin, Fran A.","Kelly, Kathleen M.","Kadete, Elechi M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran A.","Kadete, Elechi M.","MacArthur, William","Kimbrough, Laurance V.","Kelly, Kathleen M.","Weinstein, David J.","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Mitros, Piotr Flawiusz",skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran A.","Kelly, Kathleen M.","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Weinstein, David J."
"Kelly, Kathleen M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.","Kadete, Elechi M.","Cronin, Fran A.","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Kimbrough, Laurance V.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran A.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Weinstein, David J.","Crutchfield, Jake W.","Kelly, Kathleen M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Mitros, Piotr Flawiusz","Bowman, Manikka L.","Dexter, Emily R.","Cronin, Fran A.","Kadete, Elechi M.","MacArthur, William","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Bowman, Manikka L.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Weinstein, David J.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,"MacArthur, William","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran A.","Kadete, Elechi M.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Nolan, Patricia M.","Fantini, Alfred B.","MacArthur, William","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Mitros, Piotr Flawiusz",skipped
"Kimbrough, Laurance V.","Cronin, Fran A.","MacArthur, William","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Cronin, Fran A.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Dexter, Emily R.","Kimbrough, Laurance V.","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Weinstein, David J.","Kelly, Kathleen M.","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Kelly, Kathleen M.","Kadete, Elechi M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Crutchfield, Jake W.","Nolan, Patricia M.","Fantini, Alfred B.","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran A.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.","Fantini, Alfred B.","Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","Cronin, Fran A.",skipped,"Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Weinstein, David J."
"Kelly, Kathleen M.","Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.","Cronin, Fran A.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Mitros, Piotr Flawiusz","MacArthur, William","Dexter, Emily R.","Kimbrough, Laurance V.","Nolan, Patricia M.","Fantini, Alfred B.","Kadete, Elechi M.","Cronin, Fran A.","Crutchfield, Jake W.","Bowman, Manikka L.","Weinstein, David J.","Kelly, Kathleen M."
"Bowman, Manikka L.","Cronin, Fran A.","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Cronin, Fran A.","Kadete, Elechi M.","Mitros, Piotr Flawiusz","Kimbrough, Laurance V.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"MacArthur, William","Kelly, Kathleen M.","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Dexter, Emily R.","Weinstein, David J.","Kadete, Elechi M.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Dexter, Emily R.","Weinstein, David J.","Kadete, Elechi M.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Bowman, Manikka L.","Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kadete, Elechi M.","Crutchfield, Jake W.","Fantini, Alfred B.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran A.","Nolan, Patricia M.","Kadete, Elechi M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Kadete, Elechi M.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.","Kelly, Kathleen M.","MacArthur, William","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
"Cronin, Fran A.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Crutchfield, Jake W.","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cronin, Fran A.","Dexter, Emily R.","Nolan, Patricia M.","Weinstein, David J.","Kadete, Elechi M.","Fantini, Alfred B.","Kimbrough, Laurance V.","Kelly, Kathleen M.",skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Weinstein, David J.","Mitros, Piotr Flawiusz","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","MacArthur, William","Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","MacArthur, William","Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"MacArthur, William","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Crutchfield, Jake W.","Cronin, Fran A.","Fantini, Alfred B.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Kadete, Elechi M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Nolan, Patricia M.","Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran A.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Kadete, Elechi M.","Kimbrough, Laurance V.","Mitros, Piotr Flawiusz","MacArthur, William","Weinstein, David J.","Crutchfield, Jake W.","Cronin, Fran A."
"Fantini, Alfred B.","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","MacArthur, William","Kelly, Kathleen M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Cronin, Fran A.","Kelly, Kathleen M.","Bowman, Manikka L.","Weinstein, David J.","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"MacArthur, William","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cronin, Fran A.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.","Kelly, Kathleen M.","Dexter, Emily R.","Crutchfield, Jake W.","Fantini, Alfred B.","Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz",skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Cronin, Fran A.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Dexter, Emily R.","Weinstein, David J.","Kadete, Elechi M.","Mitros, Piotr Flawiusz","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.","Kadete, Elechi M.","Mitros, Piotr Flawiusz","Cronin, Fran A.","Kimbrough, Laurance V.","MacArthur, William",skipped,skipped
"Kimbrough, Laurance V.","Cronin, Fran A.","Kelly, Kathleen M.","Bowman, Manikka L.","Weinstein, David J.","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.","Kadete, Elechi M.","Dexter, Emily R.","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","MacArthur, William","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Dexter, Emily R.","Kimbrough, Laurance V.","Kadete, Elechi M.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Kadete, Elechi M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran A.","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Dexter, Emily R.","Cronin, Fran A.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Nolan, Patricia M.","Cronin, Fran A.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Crutchfield, Jake W.","Bowman, Manikka L.","MacArthur, William","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Dexter, Emily R.","Cronin, Fran A.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Dexter, Emily R.","Fantini, Alfred B.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran A.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Crutchfield, Jake W.","Nolan, Patricia M.","Dexter, Emily R.","Weinstein, David J.","MacArthur, William","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Cronin, Fran A.","Kelly, Kathleen M.","Fantini, Alfred B.","Kimbrough, Laurance V."
"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Kadete, Elechi M.","MacArthur, William","Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran A.","Bowman, Manikka L.","Kelly, Kathleen M.","Kadete, Elechi M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
"Kimbrough, Laurance V.","Weinstein, David J.","Kadete, Elechi M.","Crutchfield, Jake W.","Nolan, Patricia M.","Mitros, Piotr Flawiusz","MacArthur, William","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Nolan, Patricia M.","Bowman, Manikka L.","Kadete, Elechi M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped
